main_questions,main_responses,inflam_questions,inflam_responses,practice_questions,practice_response,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,text_6.started,text_6.stopped,start_practice_discuss.keys,start_practice_discuss.rt,start_practice_discuss.started,start_practice_discuss.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,end_discuss.started,end_discuss.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,rest_text.started,rest_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,main_question.started,main_question.stopped,end_main_intro.keys,end_main_intro.rt,end_main_intro.started,end_main_intro.stopped,text_4.started,text_4.stopped,text_10.started,text_10.stopped,start_main_discuss.keys,start_main_discuss.rt,start_main_discuss.started,start_main_discuss.stopped,text_13.started,text_13.stopped,text_14.started,text_14.stopped,key_resp_7.keys,key_resp_7.started,key_resp_7.stopped,skip.keys,skip.rt,skip.started,skip.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,13.844661258000997,None,space,3.909535123006208,13.844661258000997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
,,,,,,,,,,,,,,,,,,,,17.781937362000463,None,space,2.426066288011498,17.781937362000463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
,,,,,,,,,,,,,,,,,,,,,,,,,,530.4370080639928,None,None,None,space,2.7919171240064315,530.4370080639928,None,533.2565037599998,None,None,None,None,None,q,1.608427079001558,533.2565037599998,None,534.8906613339932,None,q,0.8906730940070702,534.8906613339932,None,535.8060178929882,None,space,1.12986398000794,535.8060178929882,None,537.0304146119888,None,space,1.3917177050025202,537.0304146119888,None,,,,,,,,,,,,,,,,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
What is something you’ve had to unlearn?,"Uh, I guess study habits. High school did a bad job getting me ready for college…do you have any habits you’re trying to break?",None,None,None,None,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,539.5405100589996,None,None,None,None,None,q,1.4841130540007725,539.5405100589996,None,541.1098681119911,None,q,4.217585253019934,541.1098681119911,None,545.3698576669995,None,space,0.5390141600073548,545.3698576669995,None,,,,,,,538.6559562949988,None,None,None,space,0.8592301970056724,538.6559562949988,None,,,,,,,,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
What is something you’ve had to unlearn?,"Uh, I guess study habits. High school did a bad job getting me ready for college…do you have any habits you’re trying to break?",None,None,None,None,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,547.340188903996,None,None,None,None,None,q,0.8034915710159112,547.340188903996,None,548.1752484530007,None,q,1.5091292210126994,548.1752484530007,None,549.7065655280021,None,space,0.7145155020116363,549.7065655280021,None,,,,,,,545.979462459989,None,None,None,space,1.3182021990069188,545.979462459989,None,,,,,,,,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
What would you rate 10/10,This ones easy. Skiing in Winter Park after a big snow storm. Wbu?,Should AI be allowed to make judicial decisions?,I really don't know… on one hand I think it would be more consistent on the other it seems a little dystopic. How do you feel about that?,None,None,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,551.9889818209922,None,None,None,None,None,q,0.6302027010096936,551.9889818209922,None,552.6740778669919,None,q,0.9067956110084197,552.6740778669919,None,553.606262027999,None,space,0.7794675230106805,553.606262027999,None,,,,,,,550.4698593399953,None,None,None,space,1.4836962050176226,550.4698593399953,None,,,,,,,,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.4081406079931,None,None,None,None,None,None,,,,,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,7.414123180016759,554.4081406079931,None,will06/17,001,2022-06-17_12h45.25.389,Anon_communication,2022.1.4,60.041069052239145,
