text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.732728148985188,None,space,2.2987229239952285,10.732728148985188,None,,,,,,,q,001,2022-06-06_14h03.30.523,Anon_communication,2022.1.4,60.33504473328537,
,,,,,,13.062200068001403,None,space,1.1986482570064254,13.062200068001403,None,q,001,2022-06-06_14h03.30.523,Anon_communication,2022.1.4,60.33504473328537,
