text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.476559966016794,None,space,1.174568686983548,9.476559966016794,None,s,001,2022-06-08_11h06.33.454,Anon_communication,2022.1.4,60.76614145087941,
