text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.786055722011952,None,space,4.529475998977432,12.786055722011952,None,q,001,2022-06-08_10h42.34.676,Anon_communication,2022.1.4,59.9156292165956,
