text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.300668973010033,None,space,2.145910418999847,10.300668973010033,None,q,001,2022-06-08_10h47.40.829,Anon_communication,2022.1.4,59.89161390668304,
