text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.538196513982257,None,space,1.6535202790109906,10.538196513982257,None,q,001,2022-06-08_10h52.07.294,Anon_communication,2022.1.4,60.063249719636126,
