prompt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,text_20.started,text_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_14.started,text_14.stopped,half_way_sound_control_prompt.started,half_way_sound_control_prompt.stopped,sound_6.started,sound_6.stopped,sound_9.started,sound_9.stopped,finish_sound_control_prompt.started,finish_sound_control_prompt.stopped,key_resp_11.keys,key_resp_11.started,key_resp_11.stopped,text_21.started,text_21.stopped,half_way_sound_control_resp.started,half_way_sound_control_resp.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,finish_sound_control_resp.started,finish_sound_control_resp.stopped,rest_text.started,rest_text.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,sound_10.started,sound_10.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,20.15244259199244,None,space,77.38682817599329,20.15244259199244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornelius_direct,002,2022-09-02_11h39.32.196,Anon_communication,2022.1.4,60.22500930656566,
,,,,,,,,,,,97.60446140699787,None,space,0.4805226100143045,97.60446140699787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornelius_direct,002,2022-09-02_11h39.32.196,Anon_communication,2022.1.4,60.22500930656566,
,,,,,,,,,,,,,,,,,97.60446140699787,None,98.11688134299766,None,space,0.8966721590113593,98.11688134299766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cornelius_direct,002,2022-09-02_11h39.32.196,Anon_communication,2022.1.4,60.22500930656566,
Please describe a goal.,0,0,0,1,,,,,,,,,,,,,,,,,,,,,99.1046256779955,None,109.068987169498,109.3251547159889,116.07652004449338,None,117.08489629348915,117.34097471999121,118.07340600349417,None,None,99.1046256779955,None,119.15803046200017,None,149.1324808525009,None,176.1330302354967,None,177.13050161349238,None,178.136213173499,None,179.0666981569957,None,None,179.0666981569957,None,194.04740819048894,None,206.04669009250065,206.29704431099526,207.04690372049518,207.29667050999706,208.04694615249755,209.04664411398699,cornelius_direct,002,2022-09-02_11h39.32.196,Anon_communication,2022.1.4,60.22500930656566,
,,,,,,,,,,,,,,,,,,,,,,,,,209.06973469399964,None,219.0632010934991,219.31278818799183,226.06268455248792,None,227.0626253634895,227.31247180499486,228.06249946049357,None,None,209.06973469399964,None,229.0625093189883,None,259.0553665104875,None,286.04364304549233,286.2934305329982,287.05018278949717,287.35322274999635,288.04434592449104,None,,,,,,,,,,,,,,,,,,,,
