text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.776358780014561,None,space,1.7962616869772319,9.776358780014561,None,s,001,2022-06-08_10h53.46.518,Anon_communication,2022.1.4,60.770116717425175,
